username,rating,comment
destriys,5,"Kualitas produk sangat baik,kecepatan pengiriman sangat baik"
m*****2,5,"Kualitas Oke, Bagus banget. "
anaksholehmuslimin,5,Barng bagus. Bahan adem
dwiputri_22,5,👍🏻👍🏻👍🏻
sulaimananiez,5,
abdullahmusthafazikri,5,
indahyuni1994,5,
mas.bustomi,5,Jossssss!!!!
raihanbajra,5,
,5,
m*****a,5,"Sangat bagus, kliatan mewah
Udh orderan ke 2"
zayy67,5,Bagus bahan nya tebal
e*****n,5,"mantap gan, next sy auto beli disini lagi"
zayy67,5,Bagus
bosalfian,5,Barangnya mantap sesuai ekspektasi
,4,Brangnya baguss sekaliiii
r*****n,5,Thankyoou!
edhyriyadi,5,
maul0712,5,Mantappp deh 
neneng0411,5,Bagusss
naufalaqshal,5,
a*****6,5,
r.wibowo,5,
shohlan86,5,
d*****7,5,
cut_jayanto,5,
mara_qonitha,5,
jannydwi,5,
iyosrosadii,5,
bekytomiwo01,5,
ronniut,4,
setyobdynt,5,Mantep jiwa raga ga ada obeng pokoknya !!!!
astaghfirullah212,5,Okeee bahan nyaa mantapp
c*****0,5,Bagus sekali
ghozil_06,5,barang sesuai. mntaaappp
rilincahya17,5,Mantulitah
d*****a,5,Oke punya..
aryaputraad29,5,"bagus,bahannya tebel"
n3n3ngf1tr14n1,5,Bagus
oman.rohman909,4,
milanurjanah10,5,Alhamdulilah
endangrositawati,5,bagus
rioyuliandri,5,
mzdarmaaji,5,
rioyuliandri,5,
,5,Terimakasihh
risdawulandara,5,
a*****d,5,Thanks
fajarjelekbanget,5,sipp
raflydp12,5,
saulllllll,5,
dedeyusup998,5,
ramsbaebae_,5,
aqil_011,5,"Mantap, kalo bisa ngeluarin ukuran xxl gan hehe"
astaghfirullah212,5,Baru mendarat matapp
,5,Sangat pas
ayya1616,5,
ujesmacho,5,Mantapppp
s*****y,5,
muhammadrestus,5,
cicimulyani19,5,
yasin_ahmd89,4,Baik
rafisyampratama,4,Oke
manchito_46,5,
cahyogustiawan,4,
avanrph,5,
,4,
juliadwisasmita20,5,
m*****s,5,
bahri2112,5,
a*****n,5,"Warna:warna bagus
Tampilan:keren"
f*****n,5,"Kualitas nya mantul banget
"
r.nisaa,5,"Bahan lembut, nyaman dipakai"
,5,Pengiriman cepat.. Sesuai foto
magdalenasripuji,5,"Tampilan:bagusss,. bahan adem,,"
7*****l,5,Warnanya bagus
bitobagas,5,Tampilan:nice produk
51h5zv5jlv,4,Mantap sesuai pesanan 👍
hasriadesy22,5,
afik_rizki,5,Puas bangettt kak..saya suka sangat puassssss
padigee,5,Mntapp dakh😍
abdul_rohmat85,5,
nurahmatsaputra,5,
linda.kuswardanni,5,
faikarfan,5,
muhammmad.riduan,5,
gabyarifah,5,
iqbalsalimm12345,5,Sip
s*****l,5,
luckyblora,5,
ahmadzhahran09,5,
denayazafarina,5,
agustinadamayanti26,5,
junjuniar16,5,
i*****y,5,
g*****p,4,Semoga lebih baik lagi
neila16,5,"bagus banget, mau order lagi nih"
muhaemin_04,5,bagus sesuai gambar dan ukuran pokonya mantaapoo
miftahud08,5,Kedua kali nya the best banget
daffarb,5,"Mantap lur,next order disini lagi lah"
ayurizzqiw,5,"Mantap sekali, serius next order disini"
iyay_iwan93,5,Good bhnya baguss bingit
didikprayugo1616,5,mantaaapp.. sesuai gambar.. terimakasih
akbar.syahnakri12,5,Bagus bgt suka broo!
ikhsandzikri03,5,Sangatt bagusss .. bintang berbicara
xz5luz1f7l,5,"rekomendasi banget, tebel, order nih disini"
rizkyawali,5,Cepet bray sehari sampai
jia8587,3,Merknya bukan mike pm😑
danilmalik,5,Mantaplah pokoknya 👍..sukses gan
a*****a,5,Puas bgt ...
,5,Bagus banget sumpah pokoknya recommended
slametslam40,5,Puas bgt bahan bagus
demenks85,5,⭐⭐⭐⭐⭐ Next Order lagi
azizriansah,3,"Bagus sih,tapi agak sedikit cacat"
f*****.,4,jaitan kurang rapi
bynano,5,"Mantap, sangat direkomendasikan"
a*****3,1,Bedaa sama di potooo
a*****i,3,"Kainnya berbulu, dipakai gatal"
farlapaula099,5,BAGUS BGT 😭😭😭😭😭😭😭😭
yorryardiansyah,5,Nice kemejanya. Not bad. 
rapiandidwis,5,Mantep ngga kecewa
sarikartika.madly,5,Baguuuusssss bageett
aldi_collection07,5,mantap barang sesuai pesanan
r*****g,5,Bahan nya bagus
miyadwiputri12,5,tq kak! love bngt:)
efni1613411019,5,Dasarnya bgus bangat
saepulmt,5,Bagus👍
abaahrooy,5,"Agak kekecilan dikit,to bagus..barangnya..siip."
aliakbar160405,5,Sangat puasssss makasih sellerrrrrrrrrr😁😁🙏🙏
ayya1616,5,
alhafiiz00,5,keren pokonya DAILYFLANNEL
ahmad_mujib17,5,Mantap lah pokoknya
adi_pratama16,5,"bgus bajunya,oke lah ngab"
,5,Trima kasih bhanx bgus...
s*****9,4,
sayid.123,4,Mantapdah mls fotonya hehe
mossmoozilla,5,keren aku suka🤩thanks......
alkomar_,4,hati hati dalam memilih
skrillex27,5,Mantaaaaaap bahanya bagusss
e*****o,4,Warnya lebih tua :(
muhammadjunaidi97,5,Barang sesuai harapan
m*****1,2,Tidak sesuai dengan pilihan
wahyutama007,3,Ukuran L agak kecil
rikalwahyudi,5,Keren abissssssssssssssssss
ade191202,5,Kancing lepas satu
fanifaid1,5,Bagusss.. sukaa..🥰🥰
nugroho_nangsky,5,Keren abisssssssss
gigih_as,5,Barangnya oke bangettt!!!
_angky,3,Teryata ke kecilan😭😭
dodit2kav,5,Ok bahan bagus
astaghfirullah212,5,Okee mantap
janetangelia,5,"Mantap,Bahan Bagus,Thks"
dedenempat40,5,Oke mantul
r*****o,3,Lama bgt pengirimannya
azmifrd,5,"bagus, bahan oke"
aimm_store,5,Mantul thankss
drizalvaro,5,Mantap
nurkomariah53,5,Ok mantapp
bobikusmiran,5,"Mantab
Alhamdulillah"
kurnia.alam19,5,Mantep mantep mantep!!!! 
ummy_naqia,5,It's very good
sushienounaqueen,5,Mantul gaes
nadyadwiper20,5,"Bagus, tebel, realpict"
yanniyanni466,5,bagus sesuai hargaa
rizky_mumin,5,Bisa COD
aliferos,3,Merk ga sesuai
rafiki170301,5,Sangat bagus kak
agusmurdani2019,5,Barang Ok. Rapi
,5,Puas ... Mksih
gustamansyah,5,Sesuai ekspektasi
mohammadinayatullah,3,warnanya agak beda
,1,Jelek
jinanarcilla,5,"Pengiriman ,,mantap "
,5,
elansuherlan98,4,Oke
apritosbx,5,Sangat mendominasikn👍🔥💥💯
idrismarzuki,5,"Sukaaaa,original"
cacaanatasya_,5,Sukaakkk❤️❤️
kabulane,5,Lumayan baagus
radenindra27,1,Penipu
viqviqqi,5,Jempol
aemeru,5,mantul..
yuniellutfie,5,Bagus
surya_aji_pratama_27,5,Good
annifajriyah94,5,Mantap
_adeyunita16,4,Realpict
tiaraintan9,5,👍🏻
domura.scnd,5,Naice
nanda_delard,5,Bahannya bagus
r*****n,4,Bagus
xdf600ep69,4,Y
respisupinda,4,Ok
herusuhendra060992,5,Keren
m*****n,5,Mantappppp
abdulrozak57910,4,mantaap
d*****i,5,
bashrank_store.id,5,
zk94bdfri6,5,Mantap
liannn25,5,sangat bagus
terrificstore99,5,
fahrulmsq,5,Mantullll
okhai,5,Puas
n*****m,5,
agibran1410,5,Memuaskan sekali....
muhammad_zaeid,4,Salah kirim
andrimilkamila,5,Bagus
mimisalanik,5,Keren bajunya
apfauzan_24,5,Sangatt puass
,5,Saya suka
ratmi_04,5,Barang bagus
y*****7,5,
,5,Mantap bossku
beritatrending,5,bagus sekali
iziinn,5,sangat bagus
irvans98,5,Goooood bgt
handiky123,5,Gelaaaa se
turino05,5,The best
badutjantan,5,Mantab
kelviinprawira11,3,lengannya kekecilan
diofayiz,4,mayan lahh
uajim0r6sv,4,Mantap lah
titisnosaurus13,3,U
rafaelfadallu,5,
yuhuuuu_id,5,Yoshh
,5,Mantap
muh512,5,👍👍👍
ismaiazis,3,Jossss
h*****i,4,Lumayan
a*****5,5,Mantappp
bagasade141,5,Cakepppp
dimanzzzzzz,5,Baguss!!!!
prasetyo.rizky,5,Bagus
u*****4,5,Mantul
egi120894,5,
hottuamanik,5,
mbembesen,5,Ok
ririnayuni040499,5,Bagus
sammiex77,5,Hwuwu
tuhalapan,5,👍👍👍👍
satriya2312,4,Good
insomnia_0998,5,bagus
fildianita_,5,
prayugo162001,5,Bagussss
rfirmansyah671,5,Mantapp
zaburstm,5,Mantapu
,5,Mantep
,5,Kerenn
dwiayuerlinda,5,Mantul
25031993_,5,mantap
anwar150r,5,Good.
daizuki30,5,Nice!
frengki25197,5,Sipp
intanpratiwo13,5,👍💯
riyanfaris22,4,Baguss
bharadadimartsasi,4,Keren
g*****0,5,Realpic
y*****3,1,Jelek
2023rahman,4,
,4,
s*****a,5,
,5,
factorystoreid55,3,
huda16_,5,
c*****i,5,
raraaa_id,5,
tobaku_samudra01,5,
u*****1,5,
e*****_,5,
sonaliyf,5,
f*****a,5,
m*****4,5,
s*****d,5,
riskhanst,5,
s*****n,5,
alawialaziz,5,
i*****r,5,
firmansyah.m.i.kom,5,
r*****3,5,
e*****a,4,
gustimahendra33,5,
a*****y,4,
d*****3,4,
f*****a,3,
b*****r,3,
a*****q,4,
,5,
luthfan.alghifari.rafi,5,
l*****y,5,
sweet_id19,5,
31qjr,4,
rizalrnldi12,4,
,5,
bnnefi07,5,
g*****s,5,
q*****n,3,
amiiiii.24,5,
alfarrizi_achmad,4,
hilmanfiqri46,1,
n*****a,5,
novaseptiyanib,5,
indahyuni1994,5,
hastyam.d,5,
hastyam.d,5,
hastyam.d,5,
neila16,5,
hastyam.d,5,
hastyam.d,5,
ahmdary,5,
tofas.distro,5,
ahmdary,5,
adywinataa_,5,
adywinataa_,5,
dsvtrizka,5,
adywinataa_,5,
dsvtrizka,5,
moeni_76,5,
f*****1,5,
moeni_76,5,
debyaprilyani,5,
tofas.distro,5,
f*****1,5,
debyaprilyani,5,
ibrahimsulthan99,5,
dhikajuly_store,5,
dhikajuly_store,5,
deofmuaziva02.,5,
riyachhriyah,5,
rilincahya17,5,
indahyuni1994,4,
kemeja_alisanku,5,
kemeja_alisanku,5,
kemeja_alisanku,5,
kemeja_alisanku,5,
kemeja_alisanku,5,
kemeja_alisanku,5,
kemeja_alisanku,5,
putraarie,5,
ardiansyahfanny2,5,
viboytt,5,
engqbobihu,5,
hari_wid,5,
viboytt,4,
dhoo_ridho,5,
dhoo_ridho,5,
rejeng99,5,
rejeng99,5,
naftalia_ts,5,
naftalia_ts,5,
universmrcl,4,
universmrcl,4,
m*****1,5,
e*****9,5,
e*****9,5,
munfeiii,4,
munfeiii,4,
anakkece_kidswear,5,
anakkece_kidswear,5,
awandwicahyo,5,
awandwicahyo,5,
ardiansyahsinaga84,5,
ardiansyahsinaga84,5,
raihanhafid000,5,
sam_rizaman,4,
sam_rizaman,4,
mohfahriauliapriatna,5,
adisuperb,5,
adisuperb,5,
adisuperb,5,
idabaguswidyawangsaja,5,
fajarms027,5,
fajarms027,5,
al.abbasycell27,5,
al.abbasycell27,5,
rudysitanggangprovossergai,5,
ekosupriatinsantoso,3,
3456_678,4,
goodly.official,5,
g*****l,5,
oman.rohman909,5,
3456_678,3,
3456_678,3,
fajar_arifianto1979,5,
y6itohjvigho4rjqf_bf9c3b3j8d,5,
edhyriyadi,5,
,5,
fajar_arifianto1979,3,
salsabilamubarani,5,
christiannatanael,5,
christiannatanael,5,
ilan0603,5,
ilan0603,5,
gustiawan80,5,
,2,
sales.autobot,5,
,5,
heripardosi,5,
heripardosi,5,
muhammadharrysetio,5,
muhammadharrysetio,5,
,4,
sales.autobot,3,
farhanaufareifan,5,
surya_aji_pratama_27,5,
obay2903,5,
obay2903,5,
obay2903,5,
farhanaufareifan,5,
dr_10r00gx,5,
irul070698,5,
zakiaprilian365,5,
_adrian_123,5,
andreerizalalfiandi,5,
maya22_12,5,
nitaw19,5,
vigafernanda_,5,
jaallu,5,
amanda_ria,5,
gitchoirunnisa12,5,
aisyahiis08,5,
bayudianggara,5,
theoutlier,5,
alsaals14,5,
alifyosef,5,
henyia,5,
z*****a,5,
queency1812,5,
,5,
mrreza17,5,
flashzone45,5,
keukeufutru,5,
c*****s,5,
vivitwindylas,5,
rdhaiidah,5,
mutiarcalora,5,
rudiramadhani25,5,
arienaraki27,5,
azmyhadisa,5,
susysuhaenah,5,
0vv6g2icuh,5,
windyobul,5,
jauhar.irfan,5,
ayusyarif25,5,
zanjabila.shop,5,
tinabainarni20,5,
nzascarf,5,
amaliaistiqomah22,5,
rahmirizqy15,5,
rina_quitrix,5,
sukmajhaya62,5,
eastonpoison,5,
nabelnh,5,
agire,5,
parhan.sap,5,
abdhu0303,5,
novintaprastika23,5,
santricianjur,5,
farrellseptiano,5,
selladeviaoktaviani,5,
p*****_,5,
subakir808,5,
endangtrinafya,5,
ekapusvita38,5,
oktariamudi_,5,
muhamadrasyaalfarizii,5,
ayuaart,5,
v*****n,5,
d*****o,5,
xxinurhaayatisitii,5,
ervindarmawan96,5,
maulida271,5,
deyliana,5,
alingbm,5,
nike310190,5,
gyya27,5,
ulewill._07,5,
cobaaaindah,5,
haryriamijar,5,
jualdaster94,5,
sumadirameli,5,
megasilaban911,5,
ernilistya10,5,
queen7076,5,
rizqha.ramadhani.p,5,
ayreshop,5,
yulianahyunus28,5,
ikakelvin,5,
alviannovel,5,
galerihoki.id,5,
ratupinkan.a,5,
thomasaskari,5,
hanum230,5,
andi.akbar668,5,
mafazaaaaaa,5,
selviadzs,5,
lianasophiasinaga,5,
iyotdie,5,
s*****r,5,
lina_andradini,5,
kiki0ne1,5,
d*****e,5,
rahayu_rizky,5,
adepurwanto27,5,
aenghaerudin90,5,
jasonwsan,5,
ningsidemanto,5,
iffahlatieffa,5,
bendoetsz,5,
erikanoviyanti67,5,
pratomo24,5,
nurjekti,5,
dek.da,5,
vansissy,5,
nandarusniawati,5,
shakama.id,5,
ariaocta,5,
antokaniago,5,
silknf,5,
bertha_silviaj,5,
lufi97,5,
salmafzyahh,5,
amalia.nuralam93,5,
nismecca,5,
andhinielestari,5,
reizkagita06,5,
endahmeidah,5,
novikimi,5,
devi.elita.sari,5,
susanti.gustiani,5,
r*****9,5,
kriskatiandagho,5,
septianrahmatullah,5,
harrykeliat,5,
puspita_gh20,5,
anggunfebrianty98,5,
paulinpjtn16,5,
mellyanamellyana,5,
04_04_96,5,
arianidinda22,5,
anita.sholekhah1,5,
erisar,5,
yuni_zulkarnaen,5,
mutiana1997,5,
bachtiar168,5,
ubaidillah14.m,5,
adhe_hilman,5,
dicky.fahrudin,5,
febri_lestari05,5,
nengastri1212,5,
rizkyjuliandrip,5,
ardianto2601,5,
kanjenk.distro,5,
artiani_m,5,
lindasr10_,5,
erlailia_28,5,
andrigame2017,5,
sherlynitasari25,5,
f1254,5,
29eni06.76,5,
bintangudayani,5,
angga_permadi07,5,
bundaanasani,5,
syafputriwinni,5,
hidayahnur0293,5,
halohalona89,5,
laniapradivauntari,5,
,5,
dheaaira,5,
oval_bow,5,
ola_er,5,
lugasdwiantono,5,
a*****9,5,
paramitha.purwita,5,
uman94,5,
i*****2,5,
anna_doutzen,5,
r*****h,5,
rasudin18,5,
mitomidwi,5,
hilwazz,5,
el.zhacky,5,
evafarhah,5,
linanovianty29,5,
terramiko,5,
silviralizaro,5,
elyshashop,5,
i*****4,5,
suci_dwi_r,5,
danitanggi,5,
depi.24,5,
charismukhasibi,5,
1eftcb0nml,5,
n*****a,5,
sabrinajivi,5,
muhnaufal0105,5,
nabiilahrona,5,
zeroka_45,5,
sanrul01,5,
l*****0,5,
tebeardhani18,5,
m*****d,5,
edwingeral,5,
puspa015,5,
fanioktafian11,5,
m*****a,5,
s*****a,5,
r*****h,5,
cepoy27,5,
yudiar_rahman,5,
nounalaydis,5,
rizkimarvelous,5,
ayee_,5,
euissumiatieuis,5,
ibrahimsulthan99,5,
m.bagil,5,
itafatchitati,5,
,5,
aprianyoshua,5,
,5,
vemiagusti,5,
u*****p,5,
angel3127,5,
sansanpratama11,5,
devyatikarinjani05,5,
a*****i,5,
furuturu,5,
elykasari,5,
desyiio,5,
anitamakahinda,5,
intanjanuharti,5,
dellabyan,5,
id9690_84646,5,
iing1804,5,
dianafalupi,5,
rachalshop,5,
wintata,5,
sangayu_cute_imoet,5,
imadesuralaksana,5,
riyanhanafi197,5,
suciyuliani07,5,
r*****4,5,
ika_tiwi97,5,
shefiana111,5,
horoloilo_,5,
zulaifarahman,5,
estir123,5,
rsaefull126,5,
arif_insanul,4,
fanjaaa_,5,
cerillodeeprasta,5,
mifzalalfarezqi,5,
irsyad_ibad02,5,
dinnarahmadinah,5,
cantika04,5,
momo.mr7,5,
nau.fashion17,5,
diikapd,5,
muqodamfaqih,5,
chalidazia,5,
danijaklahpek,5,
yoasapp,5,
r*****i,5,
fadlifadlan001,5,
p*****h,4,
anreka79,4,
dr_10r00gx,4,
arsitawenie,4,
titi.za,4,
singkut_f4shion,4,
farhan1502,4,
ilhamjassi,4,
karinaharyanto,4,
aidabaim01,4,
emmaselvia,4,
arumihadiawati,4,
nova_imoet,4,
i*****a,5,
ipungsapuro,4,
andani3356,4,
rezavi1205,5,
visaaudina96,4,
aldowikalsah,4,
timothys14,4,
agilele,5,
irvannuansa,5,
nianitalia99,5,
dinda.moto,4,
pandu555555,5,
fijay18,5,
ntobiebapai,5,
ica2332,5,
hadinube,4,
rozii_rz,5,
johannatasr,5,
dwi_prasetio,5,
rurinovianti,4,
fiantambunan319,5,
evedesylva,4,
wawanbowmel,5,
fendy080286,5,
ozakstore16,4,
p*****h,5,
pacool89,4,
novalia31,4,
yunfadya80,4,
ahmadaris1603,5,
tantawiciker,5,
ratnadesfita23,5,
,5,
arifinnurul15,5,
grafitheanurazzybach,5,
akbarbahariprasetyo,5,
aeayay,5,
indahmayasarii01,5,
nsyahara14,5,
fitriauliapartii,4,
rohmathidayatullah1,4,
derma90,4,
r*****h,5,
jamil_alam518,5,
rinam_4007,4,
i*****3,5,
amalia1992nur,5,
anang.wahyudhie,5,
cindyalmubarok,5,
kania230317,4,
bebeidrus29,3,
j*****r,3,
ilhammnabil,5,
yulipapizia,5,
silalahisihaloho21,5,
fazaalghazali,5,
sarypd19,5,
achmadyadal19,5,
ayysr_,5,
putrisetiia,5,
160801080719atie,5,
dikyf96,5,
nashifuddin,5,
devisiregar15,5,
fauzyrwzk,5,
murgiayaya,5,
isarsyahrwidinatha,5,
rizkyrakhmanpratama,4,
aldiolufias,5,
t*****3,5,
jelena_id,5,
ardsign_store,5,
enyakbabe,5,
anggunatmaranii,4,
hartoyo011,5,
pondok_thrift,5,
t*****4,5,
ayyubie1987,5,
t*****6,5,
pusat_olahan_lampung,5,
d*****f,5,
hasanularifhtb,3,
wildan21.1,5,
amirmisbah68,5,
ed.stwn,5,
mihra_ollshop,4,
amelrizzzky,5,
fransisco.ssp,5,
febrindharas,5,
febrindharas,5,
heruhidayatulloh,3,
surubeb,5,
muhammaddedenridwan,5,
f*****i,5,
aiesha_arganoil,5,
ciyoung,5,
n*****a,5,
haiduaarr,5,
n*****i,5,
ahmadajizain,4,
widiastrini,4,
alea_shop1,5,
meilnaggrnii,5,
alyasendra,5,
hello_enn,5,
putuumariana,5,
nurrochmawatin,5,
rizkisiazatimayuda,5,
rifkyfirlandi,5,
v*****n,5,
khairuddin282,5,
yesi_perba,5,
isnihn,4,
afpenyok,5,
gabrielputrajosi20,5,
resaviolaanugrah,5,
irfan990z,5,
p*****e,5,
andremalfino,5,
cho5757,5,
zuhrotikubro,5,
danudarmawanto,5,
nasrul_aljn,5,
rotimokka,5,
g*****5,5,
afrizalpradani,5,
muhammadiyankurniawan,5,
royantoooo,5,
ahmad_fauzy07,4,
trianifitriazahra,4,
muh.afda,5,
kojeck93,5,
rissakhaerunnisa,5,
kholidmaulanaa,5,
indahprwns,5,
ht7ujlt75k,5,
gheaamitri,4,
iandarmawan12,5,
farddin17,5,
andre.saputra__,5,
wildadanik,5,
kevinrevantan,5,
darwisdgmappagassing,5,
ardi1104.2,5,
yulaega,5,
matchaaadepanmoee,5,
fidzdzdz,5,
syahlaa.aqiila_6113,5,
kayu_kita,5,
yuhuu_rt,5,
fandiardiansah,5,
andrianautami2,5,
putriasehanoviaeka,5,
sahril_fahmi,4,
armenahmad,5,
filandaputri,5,
anwarzeder,4,
tw5e6uiw6k,5,
ferdi1927,3,
a*****h,5,
g*****i,5,
vvalentino_13,5,
m.dhika20,5,
sandrian_,5,
nugrahaput,5,
abrori08,5,
afryanto27,4,
yusufbinsait,5,
rinirini_id,5,
da2ngw,5,
raihanfhkm,4,
muhammadhafid1424,5,
ismiiawl,5,
rafidbudiana,5,
enysandra,5,
megantara145,5,
alanfirdaus46,4,
choirul.ilmi,5,
awalliyahn11,5,
hijryansyah,5,
nitha.bakareng,5,
p*****2,5,
firjatullah23,4,
alexanderpatiung,5,
,5,
atoillah07,5,
rafirahman.ald,5,
kirilenko1991,4,
egiginanjar97,4,
andiinsyafrianto,5,
bro_ian13,5,
antikunanti,5,
armenchand,5,
arianto_rzki,5,
etiroh2709,5,
r*****i,5,
ishaqq781,5,
yenikomar,4,
77777_999,5,
nopriseptiadi,5,
raplipirmansyah16,5,
farhannata_ry,5,
ahmadinamillah,5,
iqbal.kn,5,
sandibale,5,
irhamcahyo,5,
faiqbundett,5,
indriseptiyani1809,5,
rizky_pratama14,5,
ariyaalamsha,5,
i*****5,5,
mhmdtpik,4,
anwarfaizun,3,
dimaskusuma22,5,
yunihaastuti,5,
d*****t,5,
taufiq.ramdani15,5,
ninaaneyzna,5,
ekoomazzda,4,
amaliasafari,4,
anggryadin,4,
ragilanton24,5,
adityazariel,5,
dazzataliet,5,
j4n4m3ng4g4st,5,
sofatqudroturobbi,5,
arifkriuk2121,1,
irfanlb14,4,
606620.850,5,
dennypp_,5,
zulfi_rhmnz,5,
l*****3,5,
r*****4,5,
dinarto_,5,
jawir05,5,
srosita29.,5,
f*****8,5,
sndwhyd,5,
adinda3,5,
a*****7,5,
herlambang_ap,5,
gresiam_,5,
dadangabdulrohman3,5,
lelimph,5,
,5,
m.ryn25,4,
amaryanafisah,4,
jajat552,4,
elgio_ar.rasyid,4,
dianyolan,5,
nulhakimlukman0107,5,
elvina.husnunnisa1999,5,
thaiteaalan,5,
endangaeni01,5,
marsupilamiii,5,
just.minee,5,
runydek,5,
sitinrlhkmh,4,
kamallrz,5,
gunturarianto4456,5,
26juli_2000.,5,
fahmimaulr,5,
muklas.robani123,4,
rafiarvawibowo,5,
sandrawidiyo19,5,
yanamuhmali123,5,
sukmameta_,5,
oktona,4,
vickyyuris,3,
shadiqiamri,3,
a*****7,4,
muhammadfairuzzaky,5,
cat_omen,5,
sandi.sanjaay,5,
widyautami10,5,
hkmhhik,5,
krismopaseko,5,
aadelyaas,5,
1234567890peri,5,
nisanurhartinah05,5,
riana0805,5,
dzulvaahgni31,4,
fajrin.99,3,
r.wijaya.id,5,
iyus_seganty,5,
rozybrilian,5,
rsuryaeff,4,
faltaz,3,
novisafitrilubis996,5,
uzzinoe,5,
firdamintari,5,
fadhlanhafidz44,5,
ian01111992,5,
faylann,5,
antonkuswandi,5,
firdanoviantika,5,
lewskyz,5,
fatihahdzikriaulia,5,
alifchigin,5,
harisindracahyadi,4,
nggraaaaa,5,
8firman7,5,
m*****h,5,
debbyputrapratama,5,
len_allu,5,
anggitasaputri19,4,
rachmdhidayat25,5,
mohrofiq614,5,
amburaka05,5,
saepudinsgua,5,
ekisubekty,5,
andyvander,5,
muhammadsyahriadi97,2,
violagracia25,4,
zxu094g6ua,4,
ryan_muhammad99,5,
intanhebat12,5,
mookimoo,5,
hekel06,5,
ressafatika,5,
ilmar.rifaldi,5,
slamet_01,5,
fikran04,5,
wahyu_adw,5,
rdwnarfn12,5,
shabinadea_,5,
aambiim,4,
azrazeela_22,5,
muhamadilham199,3,
handinirositawati,5,
shandiirfanisasmita,5,
dwisanggabuana,5,
a*****1,5,
thillwoyawoya,5,
movardoh,5,
winsy75,5,
armansyahriz,5,
faaii123,5,
amirafarahdiba,4,
raihanakbarrr,4,
dapid_1801,5,
deni.pir,5,
nirmalamhrn,5,
vilaputri23,5,
lasoa85,3,
a*****5,4,
erinnadewi,5,
_natha,5,
irvan_syah29,5,
anggi.khoerudin,5,
firstname18,4,
exsklusif,4,
woelan933,4,
eviemuftahir2014,4,
purwamulasakti,5,
rismayamayol,5,
renaldapratamadi,5,
fahmicrew12,5,
m*****l,5,
ffarozki30,5,
revanza_23,5,
syahruli.ruli,5,
izaa031097,5,
ar3399843,4,
opikml,5,
diniarri,5,
anggifebrian14,5,
adibachtiar11,5,
060602nz,5,
raheyy,5,
lynnulinnuha,4,
wahidkurniawan24,5,
parminbeks,5,
deviirmayanii,5,
khotibbsambas,5,
sofyanarif9,5,
rizkyapriantoputra98,5,
gilangsagita,4,
winatacongfu,4,
brother_shoes20,5,
rutamenta,5,
akbarhndrik,5,
falihatulwafiroh23,5,
luckyaprian,5,
n*****n,4,
wahyuahmad6798,5,
ripaywiggin,4,
era_aryanthi1301,4,
abdamn,5,
fadel981,5,
yanads,5,
intaniea,5,
ilhamrizkyaditya,5,
riffa_rmdyn,5,
dropside.officialstore,5,
wawansaefulloh46,5,
athurfadhliansyah019,5,
maryamahfatih,3,
abilcm50,4,
ihsansyahputra95,5,
rivanali12,5,
mankcecep,5,
mhmmdzaynarf,5,
,5,
2diyxyfoqr,4,
maya9222,4,
vickyhowan,5,
damazen1,5,
dhedi_26,5,
ahmadahsan8,5,
boim62,5,
arista.alts,5,
yayatruhiyat15,5,
rizalmnazar,5,
kurnia_nsk,4,
bagasluswantoro,4,
desiwidiasari31,4,
f*****g,4,
mulkimaaaaaaaa,5,
rizaabdii,5,
galangjaheraputra,5,
asepmahfudin_17,5,
daffaaqila13,5,
ivandul246,5,
achmad_ikhwan_saputro,4,
andhie507,5,
andrirahayu03,5,
herufrasstio,5,
hikmalhaqiqi950,5,
litatrisna4,5,
juanggaa,5,
im03jan99,5,
lifrapaiz,5,
ziokids.duoalfath,5,
suckyourdck,4,
rezamaulizaar,4,
m.rudho,5,
stefanusfajaryadi,5,
clvy8m3off,5,
fadilaenanda,5,
maestro.juna,5,
faisalabdrozak,5,
febimaulananugraha,5,
momofyuna,5,
selarasmode,4,
bayufe2007,5,
sltn24,5,
leefai12,5,
ashariilham,5,
bayufe2007,5,
heru.gunawn,5,
kurokuno,5,
t*****s,5,
yasied91,5,
imame24,5,
ibunyaalkhalifimauzaarsenio,5,
fafa_jamil,5,
handika190500,5,
agialkautsar,5,
lolainderiyani,5,
abras1992,5,
fatra013,5,
aditya2897,5,
selaclarasinta,5,
zulfandimas25,3,
jeniffer.lecraw12,5,
nopiandi11,4,
ahmadridhowan4215,4,
ahmadraka,4,
agungsetiawan1811,5,
plodoplo,4,
,5,
wahyu_ang,5,
,5,
dinaherma,5,
kaodis_official,5,
,5,
wandarmdni,5,
stovia123,5,
qoulunhafid,5,
pengepulhelmet_,5,
imrankurnini12345,5,
dimas261095,5,
malfitrn,5,
maulanaherbalist211,5,
fandyprihatnas,5,
riyans01,4,
w*****a,5,
dionanerta8181,5,
faisapipah,5,
oktavianabu,4,
r*****2,5,
dedy.afransyah,5,
mochammad_syakier77,5,
fakhruddinhanifnashrullah,5,
washlurachimsafitri,5,
retnoindahsarii,5,
s*****d,5,
bayyy.19,5,
yusuffff_,5,
alinawidiana,4,
jalalwijaya96,5,
liandiprasetio,5,
,5,
arifulbahwansyari,5,
kimgyubby,5,
cmgdbj9d98,5,
agustiyan040894,5,
rasyaputrahandani,5,
jalalwijaya96,5,
kimgyubby,5,
liandiprasetio,5,
idrisindah,3,
